,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
9222,42,blue-collar,divorced,primary,no,419,yes,yes,unknown,14,may,96,4,-1,0,unknown,no
5994,35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,no
8339,34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown,no
5978,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no
617,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,yes
5235,41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
3725,46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,957,1,182,1,success,yes
5169,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,-1,0,unknown,yes
2524,49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,yes
8114,31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,unknown,no
3264,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
10207,45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
1145,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
2430,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,unknown,yes
8925,32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,-1,0,unknown,no
10658,53,housemaid,married,primary,no,1903,no,no,unknown,5,jun,827,1,-1,0,unknown,no
7457,56,admin.,single,secondary,no,-13,no,no,unknown,16,jun,52,3,-1,0,unknown,no
5727,36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
5339,49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
5033,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown,yes
3186,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
9872,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
9599,80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,-1,0,unknown,no
5889,45,blue-collar,married,primary,no,678,no,no,cellular,5,aug,104,3,-1,0,unknown,no
3610,71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success,yes
6009,29,unemployed,single,secondary,no,2424,no,no,cellular,6,feb,93,1,-1,0,unknown,no
8708,52,admin.,married,primary,no,204,no,no,cellular,19,aug,123,2,-1,0,unknown,no
3903,32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure,yes
246,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
9039,43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no
1946,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
72,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown,yes
3577,48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,unknown,yes
4528,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
3802,37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
8934,46,management,married,tertiary,no,385,yes,no,unknown,29,may,52,4,-1,0,unknown,no
116,36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,yes
7322,26,student,single,unknown,no,826,no,no,cellular,29,jan,177,1,-1,0,unknown,no
2670,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
8213,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,no
1358,31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,-1,0,unknown,yes
8915,43,services,married,secondary,no,43,yes,no,cellular,18,may,199,1,-1,0,unknown,no
4648,41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,yes
8154,39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,unknown,no
9712,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,-1,0,unknown,no
5446,74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,no
7608,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
1221,47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown,yes
8120,37,admin.,divorced,tertiary,no,-65,no,no,cellular,21,jul,226,1,-1,0,unknown,no
6157,39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no
438,44,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,2,-1,0,unknown,yes
4296,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,yes
9389,55,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,0,unknown,no
6026,39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no
3368,39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
3363,37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
4688,58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown,yes
142,38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,431,2,-1,0,unknown,yes
959,48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,yes
3735,33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
7441,30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no
2671,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
10037,51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
6656,38,self-employed,divorced,secondary,no,0,yes,no,cellular,20,apr,84,1,-1,0,unknown,no
5352,33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
9239,33,blue-collar,married,primary,no,3868,yes,no,unknown,2,jun,445,1,-1,0,unknown,no
7450,49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
1646,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
8417,32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,-1,0,unknown,no
507,30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,unknown,yes
4670,58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
10285,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,no
2124,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
612,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,-1,0,unknown,yes
3709,36,management,single,unknown,no,62,no,no,cellular,13,jul,311,1,91,2,success,yes
9044,53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,-1,0,unknown,no
2459,34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,-1,0,unknown,yes
5657,33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
1600,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
2414,25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,yes
10939,33,admin.,married,secondary,no,393,yes,no,unknown,28,may,383,1,-1,0,unknown,no
2790,27,student,single,tertiary,no,1134,no,no,cellular,21,oct,825,1,183,4,success,yes
6970,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,no
9106,42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
3570,54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,-1,0,unknown,yes
3338,35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
2780,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,yes
4872,42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
4355,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes
1242,33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes
5769,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no
8217,58,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,400,1,-1,0,unknown,no
10062,60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,no
1156,32,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,192,2,-1,0,unknown,yes
10293,31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,-1,0,unknown,no
1465,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes
5526,35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure,no
9909,43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no
2675,45,management,married,tertiary,no,786,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
1220,34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,85,1,failure,yes
5832,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no
8641,30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,13,3,355,5,failure,no
7200,53,unemployed,single,secondary,no,4,no,no,cellular,30,jul,259,3,-1,0,unknown,no
3079,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
303,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown,yes
103,35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown,yes
7870,32,admin.,single,secondary,no,223,yes,yes,unknown,27,may,236,4,-1,0,unknown,no
9901,43,blue-collar,married,unknown,no,285,yes,no,cellular,15,may,22,6,-1,0,unknown,no
5851,33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,unknown,no
9889,45,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,-1,0,unknown,no
10460,57,admin.,married,primary,no,1694,yes,no,telephone,17,nov,378,1,-1,0,unknown,no
1121,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,unknown,yes
4784,75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,yes
6022,32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,no
4859,62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,1,-1,0,unknown,yes
642,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes
5918,60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
4809,50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,yes
1804,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
5864,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
6827,43,blue-collar,married,primary,no,56,no,no,cellular,12,may,365,2,-1,0,unknown,no
5844,35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,no
2976,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
6866,35,technician,married,tertiary,no,-269,yes,yes,cellular,14,may,344,4,-1,0,unknown,no
10493,52,management,married,tertiary,no,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
10488,37,admin.,married,secondary,no,10465,no,no,unknown,17,jun,144,6,-1,0,unknown,no
5857,45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no
9419,34,management,divorced,tertiary,no,1173,no,yes,cellular,18,jul,93,1,-1,0,unknown,no
2407,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
4843,58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,790,4,141,1,other,yes
4270,45,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314,1,-1,0,unknown,yes
1933,32,management,single,tertiary,no,3,yes,no,cellular,13,may,568,1,-1,0,unknown,yes
4825,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
6960,34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,0,unknown,no
4594,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
1178,30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown,yes
7889,41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,no
5691,38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,no
121,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
1540,41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,yes
6785,38,management,single,tertiary,no,1515,yes,no,telephone,31,jul,42,5,-1,0,unknown,no
11010,55,unemployed,married,primary,no,8585,no,no,telephone,28,jan,201,2,-1,0,unknown,no
9578,44,blue-collar,divorced,secondary,no,-222,yes,no,unknown,27,may,112,3,-1,0,unknown,no
6815,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,no
10083,43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,unknown,no
3344,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
5929,38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,no
5816,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
5193,46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,916,2,-1,0,unknown,yes
7007,33,technician,married,secondary,no,5083,no,no,cellular,27,oct,161,1,96,2,other,no
10608,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,no
6519,34,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,no
9117,47,blue-collar,married,primary,no,4157,no,no,unknown,11,jun,90,3,-1,0,unknown,no
6097,63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,2,93,1,success,no
5800,39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown,no
9371,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no
5368,44,technician,married,secondary,no,1139,yes,no,cellular,30,jan,64,1,-1,0,unknown,no
4114,23,student,single,tertiary,no,113,no,no,cellular,17,nov,266,1,-1,0,unknown,yes
588,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
7999,26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,-1,0,unknown,no
2157,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,yes
7417,50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,nov,630,1,-1,0,unknown,no
2781,72,retired,married,primary,no,1388,no,no,telephone,20,oct,513,1,-1,0,unknown,yes
5980,37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,no
2294,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,yes
2450,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,yes
767,55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,yes
559,38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,2,-1,0,unknown,yes
2328,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
5540,42,blue-collar,married,secondary,no,634,yes,no,cellular,24,jul,256,2,-1,0,unknown,no
1458,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
9241,38,blue-collar,divorced,secondary,no,1686,yes,no,unknown,19,jun,9,28,-1,0,unknown,no
2362,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,yes
150,37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,3,-1,0,unknown,yes
10747,32,blue-collar,married,secondary,no,4996,yes,no,unknown,20,may,205,2,-1,0,unknown,no
10741,24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
10981,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
516,56,retired,divorced,tertiary,no,158,no,yes,cellular,21,jul,854,1,-1,0,unknown,yes
11158,39,services,married,secondary,no,733,no,no,unknown,16,jun,83,4,-1,0,unknown,no
2706,26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,yes
1406,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure,yes
2165,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
5282,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
684,39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,3,-1,0,unknown,yes
3111,36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,yes
7869,43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
10948,55,technician,married,secondary,no,0,no,no,cellular,27,jul,506,2,-1,0,unknown,no
8397,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
5258,79,retired,married,secondary,no,2661,no,no,cellular,10,nov,254,5,-1,0,unknown,yes
6242,46,admin.,married,secondary,no,-42,no,yes,telephone,28,jul,181,12,-1,0,unknown,no
3291,25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
2037,32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,unknown,yes
7990,48,self-employed,married,secondary,no,1559,no,no,cellular,4,feb,130,2,-1,0,unknown,no
8960,59,retired,married,unknown,no,613,no,no,cellular,19,aug,75,2,-1,0,unknown,no
7816,30,admin.,divorced,secondary,no,419,no,no,cellular,3,sep,72,2,-1,0,unknown,no
1216,30,admin.,single,secondary,no,270,no,no,cellular,9,feb,123,1,-1,0,unknown,yes
5065,43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes
5635,50,blue-collar,single,primary,no,1743,yes,no,unknown,6,jun,49,5,-1,0,unknown,no
10174,42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,no
389,25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,unknown,yes
8589,44,services,single,secondary,no,0,yes,no,unknown,14,may,198,1,-1,0,unknown,no
9912,52,self-employed,married,tertiary,no,2289,yes,yes,cellular,21,nov,81,1,-1,0,unknown,no
10638,42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
5756,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
3493,72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,unknown,yes
8322,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
1654,36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
8840,36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,jun,321,2,-1,0,unknown,no
1924,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,-1,0,unknown,yes
1437,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,yes
3833,41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,unknown,yes
2335,58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,yes
9133,40,technician,married,tertiary,no,103,yes,no,unknown,8,may,135,2,-1,0,unknown,no
7266,32,management,married,tertiary,no,-383,yes,no,unknown,27,may,241,1,-1,0,unknown,no
10959,39,management,single,tertiary,no,139,no,no,cellular,22,aug,109,2,-1,0,unknown,no
6099,24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no
645,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,yes
10280,47,admin.,married,secondary,no,829,yes,yes,unknown,14,may,339,1,-1,0,unknown,no
871,36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
3455,37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
4331,31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,yes
2344,68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown,yes
10103,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,no
9534,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
2463,60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,unknown,yes
370,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,unknown,yes
10073,43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no
10536,52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,no
10406,33,unemployed,married,tertiary,no,3335,no,no,cellular,15,jun,92,1,301,6,failure,no
2122,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,yes
9364,47,management,married,tertiary,no,2475,yes,no,cellular,20,nov,1476,4,-1,0,unknown,no
239,47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,-1,0,unknown,yes
4165,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes
4243,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
8503,50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,no
10492,34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,-1,0,unknown,no
2639,59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes
4379,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
9886,31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown,no
10028,41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,no
4369,34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
9207,31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,unknown,no
4141,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,-1,0,unknown,yes
8928,35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,no
527,26,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,3,-1,0,unknown,yes
5527,65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,no
8668,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,no
5945,33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,no
1098,53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,470,1,-1,0,unknown,yes
9543,52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,7,-1,0,unknown,no
10607,44,self-employed,married,secondary,no,304,yes,no,telephone,9,feb,15,5,-1,0,unknown,no
8312,41,admin.,married,secondary,no,338,yes,no,unknown,16,may,121,1,-1,0,unknown,no
8882,56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
7874,30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
4257,33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
2652,50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,yes
9387,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,446,3,357,8,other,no
6473,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,no
4306,30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,yes
2973,28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
8797,33,admin.,married,tertiary,no,99,yes,yes,cellular,18,nov,55,2,-1,0,unknown,no
8811,62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,-1,0,unknown,no
3669,31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,unknown,yes
7943,48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
10894,32,management,single,tertiary,no,9317,no,no,cellular,2,nov,92,3,-1,0,unknown,no
8074,30,technician,single,secondary,no,298,yes,no,unknown,16,may,164,2,-1,0,unknown,no
2655,33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
9731,51,admin.,married,unknown,no,-1137,yes,yes,telephone,11,may,567,3,325,1,failure,no
2585,59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,yes
5592,33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
10172,32,technician,single,secondary,no,3297,no,no,cellular,11,aug,99,2,-1,0,unknown,no
9130,52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
10039,45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,unknown,no
4269,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
11101,54,blue-collar,married,primary,no,6242,yes,no,cellular,7,may,162,1,-1,0,unknown,no
7597,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
9765,32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,no
3427,57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes
2982,39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,yes
4684,27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,yes
8630,57,management,married,secondary,no,39,yes,no,cellular,15,may,114,2,-1,0,unknown,no
4867,24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,1,-1,0,unknown,yes
10477,40,technician,single,tertiary,no,693,no,no,cellular,30,jan,427,1,-1,0,unknown,no
2938,67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,92,2,failure,yes
2807,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
6958,39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
10014,34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,-1,0,unknown,no
8092,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,no
9191,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown,no
6723,45,admin.,divorced,unknown,no,857,no,no,telephone,8,jul,49,7,-1,0,unknown,no
255,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
7128,35,admin.,married,secondary,no,3854,yes,no,cellular,5,may,131,1,-1,0,unknown,no
